artists ,name ,release_year ,genre ,lyrics,duration ,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
kenny rogers,"sleep tight, goodnight man",1978,country,sandman tell situation call sand cryin night long tossin turnin gonna help sleep count instead countin sheep close eye leave rest sweet dream night easy feelin mornin light drift away touch hand sleep tight goodnight soft soothin lullaby kiss tear weary eye mornin understand touch goodnight gently like wave hold arm drift away leave rest sweet dream night easy feelin mornin light drift away touch hand sleep tight goodnight sweet dream night easy feelin mornin light drift away touch hand sleep tight goodnight sweet dream night easy feelin mornin light drift away touch hand sleep tight goodnight,97,0.405393697,0.614645027,0.24196711,0,0.728977741,0.467450835,romantic,0.6
willie nelson,roll in my sweet baby's arms,1978,country,roll sweet baby arm roll sweet baby arm shack till mail train come roll sweet baby gonna work railroad baby gonna work farm gonna shack till mail train come sweet baby arm roll sweet baby arm roll sweet baby arm come shack till mail train come sweet baby arm mama beauty operator sister spin daddy own cotton justa watchin money roll sweet baby arm roll sweet baby arm come shack till mail train come sweet baby arm know parent like roll away door help life live roll sweet baby arm roll sweet baby arm come shack till mail train come sweet baby arm saturday night baby lyin jail walk wouldn bail roll sweet baby arm roll sweet baby arm come shack till mail train come sweet baby arm roll sweet baby arm roll sweet baby arm come shack till mail train come sweet baby sweet baby sweet baby arm,149,0.493122495,0.704971412,0.206826513,0.000716599,0.801112943,0.889886451,romantic,0.6
dave mason,feeling alright?,1978,country,change scene cause night strangest dream imprison leave leave start scream lock door take feel alright feel good feel alright feel good sure take ride wonder lord think stop cry girl waist time try stop believe lie cause feel alright feel good feel alright feel good alright lose know time felt know today girl guess stay till come take place different different face feel alright feel good feel alright feel good feel alright feel good feel alright yeah,78,0.562439077,0.557880163,0.358433091,0.000909919,0.924773289,0.546532384,feelings,0.6
dolly parton,it's too late to love me now,1978,country,late want late great late need know feel late late know hard try hold love memory come life turn dream take throw away late late great late late know hard try hold love memory come life turn dream take throw away late need late great late late,47,0.438968916,0.641181448,0.613453427,5.70E-05,0.204451772,0.295273286,sadness,0.6
the marshall tucker band,love is a mystery,1978,country,mystery answer question answer time answer think answer question heart feel inside mystery mystery fall heart know fall fall think gonna change ways fall fall fall heart know fall fall,30,0.453048847,0.728508063,0.011243987,0.001174089,0.548639736,0.730722321,sadness,0.6
atlanta rhythm section,evileen,1978,country,wicked woman evileen witch bitch necessary evil need evileen nightmare obscene make fuss make cuss picky contrary evileen evileen devil dream treat like devil treat like queen love good scary best see kinky contrary evileen evileen evileen evileen devil dream evileen evileen evileen evil evileen evileen evil evileen evil evileen,50,0.458464204,0.534522985,0.026203842,0.002439271,0.496084089,0.334313544,violence,0.6
tanya tucker,not fade away,1978,country,gonna gonna gonna lovin last fade away fade away bigger cadillac drive real fore notice feel say real fade away say real fade away guitar gonna gonna gonna lovin last fade away say fade away fade away fade away real fade away say real fade away fade away fade away real fade away,53,0.620924943,0.593800477,0.078412729,0.003997976,0.968054411,0.769762579,sadness,0.6
foghat,chevrolet,1978,country,mcdaniel music corp chevrolet chevrolet chevrolet say want chevrolet want chevrolet want world nothin nothin ring ring ring want ring want ring want world nothin nothin watch chain watch chain watch chain want watch chain want watch chain want world nothin chevrolet chevrolet chevrolet want chevrolet want chevrolet want world nothin nothin solo verse whoa whoa whoa whoa,58,0.528863858,0.64625798,0.029316294,0.023481781,0.336356142,0.699690321,obscene,0.6
todd rundgren,hurting for you,1978,country,yesterday leave yesterday tell hurt strike hurt finish start thing leave cause brokenhearted hurt learn live life aside dream hurt pain remind better hurt finish start thing leave cause brokenhearted hurt sympathy want sound like feel like pity destiny great design life pitifully small yeah brokenhearted hurt strike hurt pain remind better hurt finish start thing leave cause brokenhearted hurt,60,0.515866999,0.651513986,0.235943008,0,0.444558945,0.523508642,sadness,0.6
ambrosia,heart to heart,1978,country,puertapack heart heart soul soul feel lose hold hold choose cost pain gold nothin world count nothin world believe save song singin violin sweet heart heart soul soul feel lose reach long teach timelove taunt want haunt heart heart soul soul feel lose,43,0.410809054,0.696433608,0.337348732,0,0.450741962,0.386367222,world/life,0.6
joe ely,fingernails,1978,country,fingernails long click play piano fingernails long click play piano gonna till swallow texarkana fingernails long click play piano fingernails long click play piano gonna till swallow louisiana chew nervous miss clickin tickin sound gonna fingernails long click play piano fingernails long click play piano gonna till swallow alabama,49,0.628506444,0.612260595,0.385541552,0,0.986603462,0.808802837,music,0.6
nick lowe,i love my label,1978,country,label label love good kind pave destiny label love hear pretty chord record like ones please hear pretty melodies sing label label yeah label high hop play blue proud family guess poor relation parent company lot songs long write talk play track come,43,0.557023719,0.604620157,0.001625504,0.008340081,0.423948887,0.483467352,music,0.6
nick lowe,no reason,1978,country,little dariin look away anymore cause reason single reason world little darlin eye time like cause reason single reason world little darlin understand pain confusion goin round reason single reason world reason world,33,0.473627207,0.622234187,0.004788157,0.498987854,0.922712284,0.620608772,world/life,0.6
david allan coe,suicide,1978,country,stand bathroom hand pull trigger fast hear scream reach lover marry bible sixteen fresh prison try follow dream think judge jury try blood splatter wall smoke watch fall door sirens blow highway maybe catch maybe wont matter things yeah yeah commit suicide yeah yeah trust life understand wife dead gonna happen baby state raise mother want freedom free longer lady call die swear love cry tremble hand reach try save cheat understand cheat best friend betray baby give,78,0.35990469,0.696049022,0.360441125,6.82E-05,0.629018961,0.913911225,violence,0.6
linda ronstadt,love me tender,1978,country,write matson presley presley music tender true heart belong tender true dream fulfill darling tender long tell belong till time tender true dream fulfill darling tender true dream fulfill darling,30,0.438968916,0.24567341,0.828313081,0,0.151896125,0.025995607,romantic,0.6
crystal gayle,the wayward wind,1978,country,lonely shack railroad track spend younger days guess sound outward bind slave wand ring ways wayward wind restless wind restless wind yearn wander bear wayward wind border vow try best settle break heart wayward wind restless wind restless wind yearn wander bear wayward wind wayward wind,46,0.704321456,0.67361485,0.300200101,0.028643725,0.769167354,0.559545804,music,0.6
tanya tucker,lover goodbye,1978,country,main cloud roll gotta thunder lightin fly gonna burn lovers bind lose lady tellin goodbye goodbye lover goodbye goodbye lover goodbye treat mess blind lovefool play gotta play rule play rule main cloud roll gotta thunder guitar goodbye lover turn walk away look walkin till true cause lovefool play gotta play rule play rule yeah main cloud roll gotta thunder goodbye lover goodbye goodbye lover goodbye,66,0.704321456,0.595646489,0.074999071,0.003350202,0.79286892,0.71270374,romantic,0.6
chet atkins,over the rainbow,1978,country,rainbow high land hear lullaby rainbow sky blue dream dare dream come true someday wish cloud trouble melt like lemon drop high chimney top rainbow blue bird bird rainbow little bluebirds rainbow rainbow high land hear lullaby rainbow sky blue dream dare dream come true someday wish cloud trouble melt like lemon drop high chimney top rainbow blue bird bird rainbow little bluebirds rainbow,64,0.506119354,0.383226931,0.916666583,0.714574899,0.196207749,0.109081285,music,0.6
pablo cruise,always be together,1978,country,look early years spend time tear itâs wonder face face tonight time stronger sure feel right see stay forever know like help grow try live miss word take time listen see stay forever know like help grow look early years spend time tear itâs wonder weâre face face tonight time stronger sure feel right see stay forever know like help grow,61,0.42163977,0.513088737,0.099898695,0,0.394064303,0.324303221,world/life,0.6
jerry jeff walker,lone wolf,1978,country,frosty breath hillside goin track snow city lone come lone lonesome look tonight lone lock women hide sneakin streets live take give damn know fool look eye movement better sound know cold livin grind like lone lockin women tonight lone lonesome lookin tonight,43,0.44871656,0.748121939,0.027207859,0.003026316,0.245671888,0.883880257,obscene,0.6
todd rundgren,onomatopoeia,1978,country,onomatopoeia time sense tell hubba disagree feel heart sort sound head sort zoom hiccup drip ding dong crunch crack bark meow whinnie quack yeah onomatopoeia proximity rearrange brain strange cacophony feel sort sound head sort whack whir wheeze whine sputter splat squirt scrape clink clank clunk clatter crash bang beep buzz ring roar retch twang toot tinkle thud plop plunk snort snuk sniff smack screech splash squish squeek jingle rattle squeel boing honk hoot hack belch yeah yeah yeah,79,0.737896675,0.577929903,0.380521466,0,0.950535862,0.497481803,violence,0.6
amazing rhythm aces,della's long brown hair,1978,country,successful operation conscience loose ticklish situation girl smile say say care entangeled long hair time time sweetest time know stay till past time know goodbye kiss time leanin stairs felt fall long hair,33,0.606845012,0.457323796,0.483935225,0.001184211,0.629018961,0.196171092,night/time,0.6
dr. hook,all the time in the world,1978,country,explore tenderness baby mind maybe take little time baby time world nice slow need plant lovin seed time need watch grow stay stay stop burnin room stop turnin embers dyin lyin afterglow sweet know baby time world nice slow need plant lovin seed time need watch grow baby time world nice slow need plant lovin seed time need watch grow baby time world nice slow,65,0.586266652,0.604799631,0.668674366,0,0.511541632,0.396377545,night/time,0.6
linda ronstadt,mohammed's radio,1978,country,write zevon zevon music everybody restless place try tell know anger resentment flow want roll night long radio hear somebody sing sweet soulful radio radio know sheriff problems surely walk village idiot face aglow night listen radio want roll night long radio hear somebody sing sweet soulful radio radio everybody desperate try end meet work gasoline meat alas live incomplete want roll night long radio hear somebody sing sweet soulful radio radio night listen drum hop righteous come hear general whisper aide camp watchful lamp want roll night long radio hear somebody sing sweet soulful radio radio radio,98,0.59818044,0.49675666,0.319276425,3.00E-06,0.20342127,0.260237157,music,0.6
dolly parton,i wanna fall in love,1978,country,different lover book different line play somebody want fall live want fall want fall real want fall want time real true hard know try want fall hear listen want fall undo come want fall want fall need want fall want fall hurt ease want fall want fall spend life want fall fuss fight want fall right want fall,58,0.643669447,0.673563572,0.065159704,0.566801619,0.945383347,0.820815225,sadness,0.6
eddie money,maureen,1978,country,wanna tell everybody story bout young fell change mood happen late night dream girl right wanna rest life girl dream come walk smile tell cream girl cream girl till life wasin piece world xxxxxx damn girl cream girl cream girl sleepy xxxxx dreaminig life away thank,46,0.542943789,0.621490655,0.006966874,1.01E-05,0.345630668,0.545531352,world/life,0.6
don williams,all i'm missing is you,1978,country,place like things like familiar face know miss get cause go miss memories strong dream come true feel go miss get cause go miss instrumental get cause go miss instrumental fade,31,0.683743095,0.508345512,0.302208135,0.060323887,0.751648805,0.284261931,feelings,0.6
dolly parton,with you gone,1978,country,go sit lonely room star wall lack count tear fall try head care gonna go life hold anymore go matter matter heart door gonna go go hear lonesome whistle pass train feel heart beat rhythm pour rain realize life gonna go go world come forget forget gonna go go go life hold anymore go matter matter heart door gonna go go go go go go,65,0.632838731,0.686101069,0.079517148,0.019331984,0.961871393,0.880877161,sadness,0.6
jefferson starship,take your time,1978,country,gonna hour minutes gonna days word rhyme call live word mean plenty give gonna everybody keep tell easy time try thank time slowly make fell good watch time time time time time time time time time slowly runnin runnin foot mean walk mean want start race open want start race hear sound everybody keep tellin easy time try thank time slowly make fell good watch time time time time time time time time time time time time time time time time time time time time time year second room open room know year time see change speed light black night make moon,102,0.368569262,0.517319181,0.53714813,0,0.382728772,0.323302189,night/time,0.6
tanya tucker,don't believe my heart can stand another you,1978,country,believe heart stand need gentle kind true game play rough believe heart stand people world stand door tell leave know leave think come conclusion believe heart stand try know knees help get complicate believe heart stand believe heart stand need gentle kind true game play rough believe heart stand believe heart stand need gentle kind true yeah game play damn rough believe heart stand believe heart stand,67,0.624174158,0.548137323,0.868473764,0,0.818631492,0.374354835,sadness,0.6
crystal gayle,someday soon,1978,country,young know twentyone come southern colorado service lookin someday soon goin someday soon parent stand cause rid rodeo father say leave cryin follow right roughest road know someday soon goin someday soon come good word guess cause wild younger days blow blue northern blow ridin tonight california love damn rodeo love someday soon goin someday soon come word guess cause wild younger days blow blue northern blow ridin tonight california love damn rodeo love someday soon goin someday soon someday soon goin,82,0.745478176,0.643206933,0.771084108,0.041902834,0.511541632,0.393374448,music,0.6
eddie money,nobody,1978,country,say world home today call friends cause need baby go away world today say world home today world home today ring bell knock window pan policeman tell better home brain street word head world today tell people say world home today say world home today yeah talk wall talk tell gotta world home today streets bare like care baby baby go away world today say say world home today say say world home today couldn couldn hear couldn say say world home today,83,0.682660024,0.60482527,0.041464901,6.50E-05,0.90725474,0.57556232,world/life,0.6
dolly parton,we're through forever ('til tomorrow),1978,country,survive neverending compromise tomorrow babe fight sure right say things mean tomorrow admit wrong forever tomorrow sorrow better time fight leave need candlelight glass wine bring vision blind make sweet revenge battle forever tomorrow leave forever tomorrow forever tomorrow forever tomorrow forever tomorrow forever tomorrow,45,0.484457923,0.623208471,0.354417023,6.45E-06,0.296166529,0.317295996,world/life,0.6
atlanta rhythm section,normal love,1978,country,normal need normal sickness madness everyday affair like fashion song days rare outer space days commonplace storybook strange passion catch cosmic circle place normal sweet simple need smile kiss normalness twist need normalness forget normally like family portrait kind crazy time need normal,43,0.321997184,0.370356126,0.971887522,0.031781377,0.100370981,0.080451762,world/life,0.6
seals and crofts,one more time,1978,country,album takin easy goin south louisiana tonight close eye right away getaway need know go time good time outweigh time good time goin south baton rouge tonight close door turn light image dance folks friends home things slow easy goin time good time outweigh time good time time time time,50,0.182280949,0.535651104,0.692770776,1.99E-05,0.066776587,0.283260899,night/time,0.6
nick lowe,tonight,1978,country,fabulous night look moon star shinin bright wonderful night right heavenly believe especially tonight place know secret place wanna know hesitate cause late stll fear tonight tonight sorrow tonight tonight think tomorrow tonight ones tonight tonight fail fall tonight tonight magical tonight girl people world tonight oohoohooh heavenly believe especially tonight tonight sorrow tonight tonight think tomorrow tonight girl people world tonight tonight fail fall tonight tonight magical tonight ones tonight oohoohooh,72,0.63933716,0.594415814,0.333332664,0.020242915,0.3569662,0.446429158,night/time,0.6
pablo cruise,don't want to live without it,1978,country,remember catch time smile kind happen start like mean take hold know want live doubt like magic people come believe keep get better feel like bear know best come want live doubt want live doubt doubt want live baby sure doubt doubt want live doubt doubt baby want live want live want live want live want live want live want live want live,63,0.623091086,0.544522216,0.010541175,2.20E-05,0.901071723,0.458441545,world/life,0.6
don williams,when i'm with you,1978,country,write feel wonder write cause word right minute thousand hours word nights blue mind rain songs write melodies turn word say thing true nights blue mind rain instrumental write feel know write cause word right minute thousand hours word nights blue mind rain,43,0.668580093,0.438556009,0.873493849,0.001821862,0.313685078,0.247223737,music,0.6
firefall,baby,1978,country,baby lonely lonely lonely leave fall push aside realize farther away awhile hold hold hold hard forget take bet lonely good whoa baby lonely lonely lonely leave fall push aside realize farther away whoa,34,0.677244666,0.604568879,0.639557871,0.002793522,0.360057708,0.364344512,sadness,0.6
willie nelson,unchained melody,1978,country,darling hunger touch long lonely time time go slowly time need need speed lonely rivers flow open arm lonely rivers sigh come home time go slowly time need need speed speed,31,0.388064551,0.528010666,0.897590259,0.129554656,0.114798021,0.19116593,night/time,0.6
merle haggard,it's been a great afternoon,1978,country,night hell raise time nip tequila suck lime sunrise chase good time away good morning wrong thing pound head leave soon good morning babe great afternoon nurse morning rowdy afternoon night hell raise time today forget soon good morning babe great afternoon,42,0.758475035,0.597723252,0.333332664,0.000167004,0.849546579,0.460443609,feelings,0.6
linda ronstadt,"ooh baby, baby",1978,country,wrong heart go play game lose cry baby baby baby baby mistake know human mistake cry baby baby baby baby rope stop try cause someday hold near whisper cry baby baby baby baby baby baby baby baby,37,0.431387415,0.670845832,0.774096159,0.000100405,0.322959604,0.264241286,sadness,0.6
warren zevon,johnny strikes up the band,1978,country,eye little friend hand gettin ready steady strike band rock project walk strand gettin ready steady strike band strike band strike band strike band strike band main keeper key mind ease guarantee popular demand look little friend jubilation land gettin ready steady strike band strike band strike band strike band strike band strike band strike band strike band strike band strike band,62,0.629589516,0.723072584,0.034537183,0.000525304,0.757831822,0.653642836,violence,0.6
hank williams,my bucket's got a hole in it,1978,country,bucket hole bucket hole bucket hole beer standin corner bucket hand waitin woman bucket hole bucket hole bucket hole beer go mountain look see crab fish doin bebopbee bucket hole bucket hole bucket hole beer workin hard woman boss bucket hole bucket hole bucket hole beer baby buy run board bucket hole bucket hole bucket hole beer,57,0.637171017,0.523728944,0.861445644,6.05E-05,0.895919209,0.26624335,violence,0.6
hank williams,mind your own business,1978,country,wife fussin brother right cause sweet woman license fight mind business mind business cause mind business mindin woman party line nosiest thing pick receiver know ring mind business mind business cause mind business mindin little wear hair high boys whistle walk mind business mind business mind business sure mindin want honky tonk brother headache worry bout mind business mind business mind business mindin mindin people business hightoned mind mind business mind business mind business stay busy time,77,0.749810462,0.548239879,0.902610344,0,0.849546579,0.322301157,night/time,0.6
kenny rogers,every time two fools collide,1978,country,want things want know draw line survive change side pick piece time fool collide blame blame find fault long right wrong pick piece time fool collide save time know try hearts break time fool collide,35,0.409725983,0.45773402,0.643573939,3.46E-06,0.468260511,0.269246447,sadness,0.6
hank williams,you're gonna change (or i'm gonna leave),1978,country,wear brand trunk packin unpackin junk daddy peeve gonna change agonna leave gonna change livin change things stop doin things oughtn daddy peeve gonna change agonna leave right wrong naggin long gotta stop mean gonna change agonna leave woman right mornin bawl night daddy peeve gonna change agonna leave time pack rag tell lie believe gonna change agonna leave gonna change livin change things stop doin things oughtn daddy peeve gonna change agonna leave,74,0.650167876,0.546342589,0.906626412,0,0.516694147,0.277254705,world/life,0.6
dolly parton,i really got the feeling,1978,country,feel long long time felt moment sign daddy matter daddy feel die gentleman gentleman get mighty hard days tender tender ways feel long long time felt moment sign daddy matter daddy feel die silly things feel like innocent child feel long long time felt moment sign daddy matter daddy feel die feel feel feel feel feel die,57,0.410809054,0.656846909,0.681726588,0.000434211,0.295136026,0.325304254,feelings,0.6
hank williams,weary blues from waitin',1978,country,weary blue waitin lord waitin long blue cryin sweet mama come home snow fall round window chill heart know die leave dream world fell apart weary blue waitin lord waitin long blue cryin sweet mama come home tear watch young lovers strollin things forgive weary blue waitin lord waitin long blue cryin sweet mama come home,56,0.560272934,0.493962003,0.857429576,0,0.529060181,0.113085414,music,0.6
kenny rogers,i wish that i could hurt that way again,1978,country,wish hurt sorrow tomorrow long tomorrow wish hurt wish play game lose time desert emptiness hurt come pain wish hurt hear tell need anymore like tell everyday watch leave like time eye walk away wish,35,0.442218131,0.528933672,0.799196586,0,0.220939819,0.272249544,sadness,0.6
hank williams,take these chains from my heart,1978,country,chain heart free grow cold longer care go heartaches linger chain heart free tear eye spark somebody chain heart free heart word sympathy fair heart longer care beat chain heart free chain heart free grow cold longer care go heartaches linger chain heart free,44,0.709736814,0.481757814,0.850401456,0,0.673330585,0.109081285,sadness,0.6
merle haggard,i'm always on a mountain when i fall,1978,country,life winner come close think finally start hate give believe lose life lose wouldn mountain fall come believe life luck finally change go leave wind lose wouldn mountain fall,29,0.626340301,0.508089121,0.303212152,0.037955466,0.489901072,0.22620206,world/life,0.6
willie nelson,september song,1978,country,long long december days grow short reach september autumn weather turn leave flame hasn time wait game days dwindle precious september november precious days spend precious days spend days dwindle precious september november precious days spend precious days spend precious days spend,42,0.252680602,0.538420122,0.919678634,0.034008097,0.046166529,0.114086446,world/life,0.6
hank williams,dear john,1978,country,wake mornin note door say coffee babe cause write dear send saddle home belly whale know write dear fetch saddle home forward address goodbye say blue hang little head write dear send saddle home short stubby strong little ahold write dear send saddle home belly whale know write dear fetch saddle home go bank morning cashier say grin feel sorry wife write dear send saddle home,66,0.74114589,0.53006179,0.830321115,0,0.725886232,0.258235092,music,0.6
warren zevon,accidentally like a martyr,1978,country,phone ring refuse shine think dearly long long time random abandon accidentally like martyr hurt get worse heart get harder random abandon accidentally like martyr hurt get worse heart get harder days slide sigh think lonely long long time time mind random abandon accidentally like martyr hurt get worse heart get harder random abandon accidentally like martyr hurt get worse heart get harder,63,0.559189862,0.690382791,0.401605825,0.040789474,0.353874691,0.477461158,sadness,0.6
hank williams,settin' the woods on fire,1978,country,comb hair paint powder proud prouder sing loud sing louder tonight settin woods feller dress frock yeller look swell look sweller settin woods honky tonks tonight have folks brand dance care think silly dilly order bowl chili settin woods stoker hotter poker break broker tonight settin woods close street time brother settin woods aside little time flat tire tube doin fine showin clap hand start bowin allowin tomorrow right plowin settin woods,72,0.736813603,0.527395329,0.896586242,2.29E-06,0.968054411,0.176150446,night/time,0.6
warren zevon,"lawyers, guns and money",1978,country,go home waitress know russians gamble havana take little risk send lawyers gun money innocent bystander stick hard place luck luck luck hide honduras desperate send lawyers gun money shit send lawyers gun money send lawyers gun money send lawyers gun money hyah send lawyers gun money yeah,48,0.627423373,0.743071046,0.067368542,0.001831984,0.744435284,0.780773934,obscene,0.6
hank williams,your cheatin' heart,1978,country,cheatin heart weep sleep sleep come night cheatin heart tell tear come like fall rain toss walk floor cheatin heart tell cheatin heart pine crave throw away time come blue cheatin heart tell tear come like fall rain toss walk floor cheatin heart tell songwriter williams,46,0.656666306,0.467784529,0.950803163,2.64E-06,0.630049464,0.140113285,sadness,0.6
hank williams,"hey, good lookin'",1978,country,good lookin cookin cookin somethin sweet baby think maybe brand recipe dollar know spot right soda dance free wanna come good lookin cookin cook somethin free ready steady savin time lookin know tookin hows keepin steady company gonna throw date book fence cents till cover cause writin good lookin cookin cookin somethin,52,0.784468753,0.583775607,0.871485815,0,0.867065128,0.248224769,obscene,0.6
hank williams,honky tonk blues,1978,country,leave home rural route tell go steppin honky tonk blue yeah honky tonk blue lord hoonky tonk blue go dance wear shoe wake mornin wishin lose jumpin honky tonk blue yeah honky tonk blue lord hoonky tonk blue stop place city life honky tonk blue yeah honky tonk blue lord hoonky tonk blue gonna worry underneath scat right pappy farm leave honky tonk blue yeah honky tonk blue lord hoonky tonk blue,72,0.779053395,0.590621234,0.824297012,8.35E-06,0.759892828,0.229205156,music,0.6
jefferson starship,runaway,1978,country,know like like arm away away away know miss miss like come away away away summer comin get warmer tell spring corner sit watchin flower bird singin get louder louder missin lovin runnin want runnin need runnin love runnin away know need need like away away away summer comin get warmer tell spring corner sit watchin flower bird singin get louder louder missin lovin runnin want runnin need runnin love runnin away know like like arm away come baby away come baby away know want away know need away know away know away like come away arm away time time away,101,0.307917253,0.55470092,0.302208135,0.004908907,0.668178071,0.4694529,sadness,0.6
warren zevon,roland the headless thompson gunner,1978,country,warrior land midnight thompson hire fight deal denmark dark biafra join bloody fray sixtysix seven fight congo finger trigger kneedeep gore days nights battle bantu knees kill earn live help congolese thompson thompson comrades fight rest thompson gunners best decide want dead sonofabitch blow head headless thompson time time time peaceful norway bravest time stand even score headless body stalk night muzzle flash thompson muzzle flash thompson search continent mombasa barroom drink aim thompson word blow body johannesburg headless thompson headless thompson headless thompson talkin headless thompson eternal thompson wander night years later keep fight ireland lebanon palestine hearst hear burst thompson buy,103,0.667497022,0.670794554,0.667670349,0.025809717,0.545548228,0.4384209,violence,0.6
tanya tucker,san antonio stroll,1978,country,child south soon saturday go folks sister leave home go square dance radio play opry lonesome blue fall asleep chair dream right sing night folks come home hum song mama smile child know thing world fall girl like stroll finally come mama say bout time come time dance night ring crackedmidnight light go fiddler pick play stately slow sister husbandtobe hold hand begin stroll away bring smile think go sing stroll sing stroll,73,0.64583559,0.483091044,0.543172232,0,0.876339654,0.353333157,music,0.6
willie nelson,stardust,1978,country,wonder spend lonely nights dream song haunt reverie kiss inspiration long consolation stardust song garden wall star bright arm nightingale tell fairy tale paradise roses bloom dream vain heart remain stardust memory refrain dream vain heart remain stardust memory refrain dream vain heart remain stardust memory refrain,47,0.527780786,0.596748968,0.884538037,0.021153846,0.078009068,0.267244382,sadness,0.6
jefferson starship,count on me,1978,country,precious blue deep eye true beautiful face feel light stairs lose real count count count count emerald eye china perfume catch wheel lose feel soon lips song night save light strong count count count count count girl count count count precious blue deep eye true beautiful face feel light stairs lose real count count count count,56,0.531030001,0.531984719,0.260039418,1.29E-05,0.734130256,0.325304254,world/life,0.6
hank williams,"cold, cold heart",1978,country,try hard dear dream afraid thing evil scheme memory lonesome past keep apart free doubtful mind melt cold cold heart time heart blue heart pay things anger unkind word say teardrops start free doubtful mind melt cold cold heart know hurt know need want afraid hide life smart free doubtful mind melt cold cold heart time believe belong know heart shackle memory learn care drift apart free doubtful mind melt cold cold heart,73,0.555940648,0.470450991,0.940762993,0,0.388911789,0.076747942,sadness,0.6
waylon jennings,tonight the bottle let me down,1978,country,night leave barroom feel pain closin time tonight sober couldn drink mind tonight bottle come true friend think tonight bottle bottle turn lately turn booze effect hurtin familiar,28,0.690241525,0.598107838,0.35542104,0.156882591,0.725886232,0.513498319,night/time,0.6
jim reeves,missing angel,1978,country,shine bright cause need guide light miss hide hover overhead send beam flee miss hide million guess love wrong miss angels heart break miss hide million guess love wrong miss angels heart break miss hide miss hide,37,0.587349724,0.4615286,0.867469746,0.003866397,0.675391591,0.298276383,sadness,0.6
atlanta rhythm section,large time,1978,country,proud livin playin guarantee large time knock drag ball large large time play macon lynyrd skynyrd roll hoedown zant freebird know wasn foolin large time shoulda hear guitars squall large real large time sure ball proud livin playin guarantee large time knock drag ball large large time play macon lynyrd skynyrd roll hoedown zant freebird know wasn foolin large time shoulda hear guitars squall large real large time sure ball,70,0.558106791,0.628413199,0.143573437,0.000456478,0.914468261,0.652641804,obscene,0.6
crystal gayle,why have you left the one you left me for,1978,country,leave leave hear like slammin door leave good bore leave leave want time change mind dream go crazy bring tonight leave leave hear like slammin door leave good bore leave leave hurt sure real hold know feel leave leave hear like slammin door leave good bore leave leave okay come lover friend tell leave leave hear like slammin door leave good bore leave leave leave leave hear like slammin door leave good bore leave leave leave leave leave leave,79,0.572186722,0.706330282,0.606425308,1.97E-06,0.882522671,0.536522062,sadness,0.6
eddie rabbitt,i just want to love you,1978,country,pass wasn stay long till say hello heart know stand right fall girl good true sway music body soft warm flow feel arm want want hold tight right night want good life time want cause sweet long close world couldn sway music body soft warm flow feel arm want want hold tight right night want,55,0.477959493,0.633848678,0.178714035,0.000201417,0.346661171,0.471454964,romantic,0.6
38 special,i'm a fool for you,1978,country,fool little long catch surprise right stare eye world pass say days nights ahead fool baby sight fool baby fool tonight crazy road like blue hear news worry fool baby sight fool baby fool tonight fool baby fool baby fool little long catch surprise right stare eye fool baby sight fool baby fool tonight fool baby sight fool baby fool tonight fool baby sight fool baby fool tonight,68,0.489873281,0.61620901,0.20783053,3.80E-05,0.881492168,0.718709934,sadness,0.6
conway twitty,i can't believe she gives it all to me,1978,country,pinch morning cause constantly amaze exactly want believe give lips warm face morning kiss arm reach hold tenderly satisfy completely believe give give deserve know need desperately believe give,29,0.371818477,0.445170884,0.333332664,0.000115385,0.418796373,0.178152511,world/life,0.6
the doobie brothers,you never change,1978,country,play timeworn play time sake want usin like thousand time cause change foolin change sayin misunderstand fallin time sure methods good try thousand time cause change foolin change change stop runnin,31,0.760641178,0.470374074,0.654618127,0.002894737,0.886644683,0.442425029,obscene,0.6
joe walsh,tomorrow,1978,country,tonight completely sweetly tonight light eye tomorrow last treasure moment pleasure believe magic eye darling tomorrow tonight word unspoken heart break night night meet morning meet morning like know sure tell darling tomorrow tonight word unspoken heart break night night meet morning meet morning like know sure tell darling tomorrow tomorrow tomorrow,52,0.7140691,0.598005282,0.107428823,0.001740891,0.745465787,0.428410577,night/time,0.6
warren zevon,tule's blues,1978,country,tule account weep hand lonesome heart land sand desert tell throw change sing play green vespers ring heart hillside song sing sweet slightly like sound run calliope tule wasn knight golden armor hair music fill cymbals lightning truly change like season hair grow dark room leave break wing song sing sweet slightly like sound run calliope tule account leave cross deep salt wild worlds song sing child voice tender tune come home soon come home soon,76,0.45521499,0.508422429,0.942771027,0.000186235,0.351813685,0.175149414,music,0.6
barbara mandrell,no walls no ceilings no floors,1978,country,come close lock arm free frighten high fly bluebird cause wall wall ceilings wall ceilings floor songs sing frighten high fly bluebird cause wall wall ceilings wall ceilings floor high burn wing come close lock arm free frighten high fly bluebird cause wall wall ceilings wall ceilings floor,48,0.5234485,0.622080353,0.334336681,8.13E-05,0.268342951,0.335314576,violence,0.6
